date,time,node,role,site,utilization_pct,latency_ms,jitter_ms,packet_loss_pct,errors,bgp_events,ospf_events,route_changes,tunnel_state,tunnel_loss_pct,tunnel_latency_ms,rekey_count,flow_bytes,flow_packets,application_type,voice_latency_ms,video_packet_loss,erp_response_time_ms,database_latency_ms,application_traffic_drop_pct,severity,affected_nodes,affected_sites,affected_service,fault_id,network_state,future_fault_type,time_to_impact_minutes,recovery_time_minutes
2024-01-03,01:48:00,pe-hub2,PE,hub2,49.76,6.717,2.339,0.0217,0,0,1,0,1,0.1333,3.815,0,31011664,5875,VOICE,14.119,0.3148,177.717,1.021,0.1039,low,"[""pe-hub2""]","[""hub2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:49:00,ce-br3,CE,branch3,22.44,3.608,1.183,0.2164,3,0,0,0,1,0.1623,3.277,0,32464499,41244,WEB,26.94,0.3765,70.575,9.966,0.4997,low,"[""ce-br3""]","[""branch3""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:49:00,ce-br4,CE,branch4,34.81,11.093,0.766,0.1088,0,0,0,0,1,0.0748,6.853,0,34702952,33916,VIDEO,14.691,0.3114,139.615,6.782,0.6596,medium,"[""ce-br4""]","[""branch4""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,01:49:00,p-core2,P,dc1,30.21,3.807,1.189,0.2955,0,0,0,1,1,0.1933,7.846,0,28815576,2317,DATABASE,27.203,0.0896,172.608,1.249,0.4192,medium,"[""p-core2""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:49:00,pe-dc1,PE,dc1,24.82,2.756,0.682,0.2456,0,0,0,1,1,0.196,3.958,0,28969137,31819,DATABASE,22.52,0.1996,188.713,7.171,0.2526,low,"[""pe-dc1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:49:00,pe-hub2,PE,hub2,31.05,6.436,2.151,0.0339,0,0,0,0,1,0.0471,6.677,0,46721077,25230,WEB,18.189,0.2111,97.434,6.102,0.1153,low,"[""pe-hub2""]","[""hub2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:50:00,ce-br2,CE,branch2,34.13,5.146,2.365,0.1142,4,0,0,0,1,0.0836,3.897,0,26918752,40311,WEB,29.291,0.2439,127.112,9.843,0.5675,low,"[""ce-br2""]","[""branch2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:50:00,ce-hub1,CE,hub1,26.27,10.781,2.243,0.2148,0,0,0,0,1,0.0519,3.332,0,39500640,38163,VOICE,24.321,0.038,62.62,6.259,0.9444,medium,"[""ce-hub1""]","[""hub1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:50:00,p-core1,P,dc1,15.89,5.113,2.275,0.0453,1,0,0,0,1,0.1482,6.402,0,21686745,21875,ERP,22.712,0.4068,173.755,3.499,0.9282,low,"[""p-core1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:50:00,pe-dc1,PE,dc1,44.44,7.149,1.042,0.1588,0,0,0,0,1,0.0549,7.296,0,11169324,27041,VOICE,14.321,0.1617,103.64,3.119,0.9248,low,"[""pe-dc1""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:50:00,pe-dc2,PE,dc1,22.81,5.042,1.348,0.0602,0,1,0,0,1,0.0452,8.687,0,34519008,7484,WEB,24.949,0.2699,131.825,1.067,0.854,low,"[""pe-dc2""]","[""dc1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:51:00,ce-br1,CE,branch1,20.42,5.6,1.644,0.2315,0,0,0,1,1,0.1227,6.758,0,18006645,20953,WEB,12.299,0.0767,148.647,7.963,0.4805,low,"[""ce-br1""]","[""branch1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:51:00,ce-br2,CE,branch2,41.4,7.346,0.973,0.1259,1,0,0,0,1,0.0745,5.827,0,31671620,14636,VOICE,15.41,0.1582,80.6,1.795,0.8402,low,"[""ce-br2""]","[""branch2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:51:00,ce-br4,CE,branch4,15.92,6.729,2.968,0.1017,0,0,0,0,1,0.0878,7.768,0,8105581,3330,WEB,15.91,0.074,115.485,6.686,0.8269,low,"[""ce-br4""]","[""branch4""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:51:00,ce-br5,CE,branch5,42.56,7.857,2.791,0.2529,0,0,0,0,1,0.1198,6.556,0,18208885,7869,VIDEO,16.532,0.4851,78.121,4.34,0.1113,medium,"[""ce-br5""]","[""branch5""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,01:51:00,p-core1,P,dc1,24.13,11.304,2.434,0.0144,0,0,0,0,1,0.1359,8.399,0,28789799,11907,WEB,26.397,0.1197,156.357,6.222,0.0872,low,"[""p-core1""]","[""dc1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:52:00,ce-br1,CE,branch1,23.95,2.655,1.976,0.2868,2,0,0,0,1,0.1661,6.706,0,12617432,19527,VOICE,28.231,0.0862,145.946,5.744,0.197,low,"[""ce-br1""]","[""branch1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:52:00,ce-br5,CE,branch5,28.86,9.306,2.637,0.2376,1,0,0,0,1,0.1831,9.298,0,46036944,28285,ERP,25.747,0.1144,57.724,6.657,0.9541,medium,"[""ce-br5""]","[""branch5""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:52:00,ce-dc1,CE,dc1,45.92,10.376,0.899,0.0756,0,1,1,0,1,0.1411,7.403,0,38360796,29142,ERP,24.457,0.2553,80.532,5.374,0.2949,low,"[""ce-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:52:00,ce-hub2,CE,hub2,39.17,7.234,2.036,0.2642,0,0,1,0,1,0.0139,8.288,0,15729502,13946,DATABASE,21.114,0.1608,161.18,5.051,0.9993,medium,"[""ce-hub2""]","[""hub2""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:52:00,p-core1,P,dc1,21.05,7.395,2.356,0.1186,1,0,1,0,1,0.0002,7.183,0,22547938,42223,DATABASE,23.668,0.122,85.091,9.873,0.6753,low,"[""p-core1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:53:00,ce-br1,CE,branch1,42.67,11.267,0.962,0.0051,0,0,0,0,1,0.1182,6.121,0,37325588,41141,DATABASE,18.947,0.1957,147.692,9.174,0.8881,medium,"[""ce-br1""]","[""branch1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:53:00,ce-br3,CE,branch3,30.03,3.131,2.864,0.2778,1,0,0,0,1,0.1333,8.46,0,46127217,24317,VOICE,20.145,0.1254,66.405,3.57,0.9002,low,"[""ce-br3""]","[""branch3""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:53:00,ce-hub2,CE,hub2,45.01,6.816,0.523,0.1894,1,0,0,0,1,0.0063,9.848,0,42753944,6833,ERP,26.826,0.3834,91.887,3.097,0.3559,low,"[""ce-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:53:00,pe-dc2,PE,dc1,38.52,8.986,0.594,0.1558,1,0,0,0,1,0.0922,3.78,0,35199439,26791,ERP,20.949,0.0121,143.961,1.204,0.0137,low,"[""pe-dc2""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:53:00,pe-hub2,PE,hub2,38.56,9.065,1.769,0.2325,2,0,1,0,1,0.0893,3.797,0,40362137,34072,VOICE,22.352,0.176,149.923,5.193,0.3609,low,"[""pe-hub2""]","[""hub2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:54:00,ce-br1,CE,branch1,27.77,4.873,1.75,0.2156,2,0,0,0,1,0.1757,4.787,0,12964784,25717,DATABASE,10.939,0.1754,126.845,9.061,0.7976,medium,"[""ce-br1""]","[""branch1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:54:00,ce-br2,CE,branch2,33.22,10.594,0.705,0.1238,0,0,0,0,1,0.0068,9.862,0,14310317,14771,VOICE,28.451,0.111,102.788,8.81,0.96,low,"[""ce-br2""]","[""branch2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:54:00,ce-br3,CE,branch3,23.62,7.843,2.915,0.0816,1,0,0,1,1,0.1258,6.568,0,27380902,28275,VIDEO,27.91,0.161,93.427,7.203,0.5588,low,"[""ce-br3""]","[""branch3""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,01:54:00,ce-dc1,CE,dc1,26.48,9.002,1.754,0.1478,0,0,0,0,1,0.0789,9.097,0,41527533,37567,VOICE,19.519,0.1719,106.378,8.707,0.627,low,"[""ce-dc1""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:54:00,pe-dc1,PE,dc1,18.82,5.194,2.271,0.0419,2,0,0,0,1,0.1048,8.992,0,26264589,23442,ERP,14.146,0.4514,148.308,5.923,0.4299,low,"[""pe-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:55:00,ce-br2,CE,branch2,45.73,5.395,1.277,0.092,0,0,0,0,1,0.0464,5.538,0,42844880,46607,ERP,21.218,0.0726,132.429,8.844,0.1128,low,"[""ce-br2""]","[""branch2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:55:00,ce-br3,CE,branch3,26.27,2.59,1.619,0.2642,1,0,0,0,1,0.0211,8.895,0,26866368,35269,WEB,16.476,0.4888,106.71,8.222,0.5073,low,"[""ce-br3""]","[""branch3""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:55:00,ce-br4,CE,branch4,17.1,8.688,2.041,0.2162,1,0,0,0,1,0.1111,3.261,0,29499353,48463,VOICE,27.052,0.1501,84.998,9.725,0.6279,medium,"[""ce-br4""]","[""branch4""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:55:00,pe-dc1,PE,dc1,26.83,7.248,2.992,0.1945,1,0,0,0,1,0.0009,8.804,0,41728338,19254,ERP,14.037,0.0741,78.158,4.052,0.4339,low,"[""pe-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:55:00,pe-dc2,PE,dc1,44.91,2.173,0.537,0.1948,0,0,1,0,1,0.1849,3.157,0,19788097,5631,ERP,29.472,0.4752,165.425,5.012,0.4575,low,"[""pe-dc2""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:56:00,ce-br2,CE,branch2,16.71,7.705,2.11,0.0071,0,0,0,0,1,0.0053,4.508,0,1197575,38226,DATABASE,22.813,0.4718,85.89,2.869,0.2402,low,"[""ce-br2""]","[""branch2""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:56:00,ce-br3,CE,branch3,26.48,11.761,0.896,0.2832,0,0,0,0,1,0.1454,2.148,0,27494513,3734,DATABASE,21.189,0.3211,174.771,5.541,0.1977,low,"[""ce-br3""]","[""branch3""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:56:00,p-core2,P,dc1,42.8,5.835,2.98,0.2138,0,0,0,0,1,0.1872,5.5,0,36067984,8416,VOICE,19.527,0.1205,79.716,7.419,0.3434,low,"[""p-core2""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:56:00,pe-hub1,PE,hub1,33.21,6.136,2.234,0.07,0,0,0,0,1,0.0673,7.873,0,24903266,25244,DATABASE,23.519,0.3242,117.765,1.908,0.2889,low,"[""pe-hub1""]","[""hub1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:56:00,pe-hub2,PE,hub2,20.59,9.185,2.952,0.1853,1,0,0,0,1,0.175,6.123,0,15839633,48581,VOICE,22.182,0.1074,166.869,9.735,0.1045,low,"[""pe-hub2""]","[""hub2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:57:00,ce-br3,CE,branch3,24.74,8.486,2.606,0.0216,0,0,0,0,1,0.0947,8.411,0,8493725,24396,WEB,13.065,0.1156,179.46,2.653,0.1718,low,"[""ce-br3""]","[""branch3""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:57:00,p-core1,P,dc1,48.76,7.063,2.083,0.2843,0,0,1,0,1,0.1879,4.327,0,30912778,33904,WEB,15.311,0.4724,185.632,3.6,0.7243,medium,"[""p-core1""]","[""dc1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:57:00,pe-dc2,PE,dc1,42.15,5.318,1.91,0.2558,0,0,0,0,1,0.0865,9.325,0,35179233,39695,VIDEO,29.679,0.0419,198.92,3.438,0.1037,medium,"[""pe-dc2""]","[""dc1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,01:57:00,pe-hub1,PE,hub1,15.97,5.984,1.577,0.273,0,0,0,0,1,0.1623,7.761,0,3781027,12560,VOICE,17.316,0.0073,98.346,8.495,0.5742,medium,"[""pe-hub1""]","[""hub1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:57:00,pe-hub2,PE,hub2,23.91,8.969,1.76,0.0138,0,0,0,0,1,0.0045,2.905,0,24561450,24328,ERP,12.936,0.0731,187.597,7.504,0.793,low,"[""pe-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,01:58:00,ce-dc1,CE,dc1,46.37,7.325,2.993,0.0323,3,1,0,0,1,0.1929,5.624,0,39340333,49008,WEB,22.177,0.0813,118.971,6.44,0.9603,low,"[""ce-dc1""]","[""dc1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:58:00,p-core2,P,dc1,38.41,7.832,0.577,0.1154,0,1,0,0,1,0.1681,3.56,0,40611260,18716,VOICE,12.346,0.2783,193.177,4.226,0.5615,low,"[""p-core2""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:58:00,pe-dc2,PE,dc1,25.49,4.985,2.235,0.1328,0,0,0,1,1,0.0341,4.978,0,26578679,27059,VOICE,25.743,0.3835,197.742,7.711,0.5197,low,"[""pe-dc2""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:58:00,pe-hub1,PE,hub1,31.99,11.434,1.297,0.1517,1,0,1,0,1,0.0815,2.223,0,3031952,29994,VOICE,23.456,0.2956,198.164,1.476,0.7966,low,"[""pe-hub1""]","[""hub1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:59:00,ce-br1,CE,branch1,27.94,4.673,2.536,0.2575,0,0,1,0,1,0.1162,3.05,0,20102377,10568,DATABASE,15.65,0.1264,125.113,4.364,0.1061,low,"[""ce-br1""]","[""branch1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:59:00,ce-br4,CE,branch4,36.13,11.676,2.13,0.0693,1,0,0,0,1,0.1591,6.128,0,1060520,30952,DATABASE,23.67,0.3351,181.548,4.525,0.945,medium,"[""ce-br4""]","[""branch4""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,01:59:00,p-core2,P,dc1,17.57,5.238,0.659,0.0975,0,0,0,0,1,0.0748,2.395,0,27618344,32682,WEB,11.477,0.0118,106.378,2.227,0.8421,low,"[""p-core2""]","[""dc1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,01:59:00,pe-dc1,PE,dc1,21.23,4.169,1.575,0.2525,1,0,0,0,1,0.1879,2.064,0,24770860,32724,VOICE,24.976,0.1812,101.567,6.93,0.9571,low,"[""pe-dc1""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,01:59:00,pe-dc2,PE,dc1,44.62,6.985,1.348,0.2615,0,0,1,1,1,0.0556,2.027,0,7873742,14519,VIDEO,25.817,0.2166,99.681,7.79,0.7434,low,"[""pe-dc2""]","[""dc1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,02:00:00,ce-br4,CE,branch4,40.93,2.947,1.269,0.1551,1,0,0,0,1,0.0414,2.477,0,4574937,23939,WEB,12.348,0.1595,121.003,6.654,0.1933,low,"[""ce-br4""]","[""branch4""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,02:00:00,p-core2,P,dc1,33.3,5.316,1.936,0.1976,2,0,0,0,1,0.1619,3.305,0,39474349,11971,DATABASE,15.978,0.1435,97.671,1.201,0.2499,low,"[""p-core2""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,02:00:00,pe-dc2,PE,dc1,27.02,11.366,0.578,0.1458,0,0,0,0,1,0.1218,9.156,0,8728582,24275,ERP,13.634,0.3792,67.732,7.551,0.7717,low,"[""pe-dc2""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:00:00,pe-hub1,PE,hub1,25.11,11.588,0.873,0.1426,1,0,0,0,1,0.0576,3.973,0,13484341,48854,WEB,23.252,0.0327,72.416,7.748,0.0619,medium,"[""pe-hub1""]","[""hub1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,02:00:00,pe-hub2,PE,hub2,37.73,10.497,1.285,0.0415,0,0,0,0,1,0.0179,5.93,0,38446140,47813,ERP,19.006,0.2462,189.619,8.187,0.1693,low,"[""pe-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:01:00,ce-dc1,CE,dc1,19.85,4.646,2.397,0.0709,0,0,0,0,1,0.1299,5.734,0,30007397,7060,ERP,29.699,0.3407,177.546,1.388,0.4908,low,"[""ce-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:01:00,p-core1,P,dc1,27.64,4.654,0.596,0.2955,2,0,0,0,1,0.0963,2.913,0,48349594,13199,ERP,17.224,0.1171,166.359,8.382,0.4559,medium,"[""p-core1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:01:00,p-core2,P,dc1,19.43,7.231,0.84,0.1192,0,0,1,0,1,0.0244,5.074,0,18057157,8655,VIDEO,15.98,0.3592,97.478,4.816,0.8516,low,"[""p-core2""]","[""dc1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,02:01:00,pe-dc1,PE,dc1,25.16,6.492,1.399,0.2771,1,1,0,1,1,0.0053,3.088,0,18035358,8708,VOICE,13.816,0.3697,105.373,7.322,0.4204,medium,"[""pe-dc1""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,02:01:00,pe-dc2,PE,dc1,42.14,7.145,1.187,0.0128,0,0,0,0,1,0.0482,7.185,0,22189272,24119,DATABASE,12.127,0.3625,89.119,8.108,0.8693,low,"[""pe-dc2""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,02:02:00,ce-br1,CE,branch1,30.02,5.548,0.831,0.2189,1,0,0,0,1,0.1995,5.056,0,10241349,25064,ERP,26.645,0.3278,143.325,6.337,0.7383,medium,"[""ce-br1""]","[""branch1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:02:00,ce-br5,CE,branch5,25.22,10.913,2.517,0.0117,0,0,0,1,1,0.1311,9.165,0,29214903,22041,ERP,22.841,0.1157,197.503,3.268,0.3677,low,"[""ce-br5""]","[""branch5""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:02:00,ce-dc1,CE,dc1,15.82,5.797,1.114,0.0516,1,0,0,0,1,0.1221,2.928,0,13406997,40648,ERP,29.997,0.4074,50.597,9.75,0.4429,low,"[""ce-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:02:00,p-core1,P,dc1,36.1,3.575,2.167,0.0103,0,1,1,0,1,0.0978,9.074,0,12749353,18476,VOICE,19.916,0.0163,93.97,2.422,0.8816,low,"[""p-core1""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,02:02:00,pe-hub2,PE,hub2,24.9,4.824,1.559,0.0751,1,0,0,0,1,0.1792,8.674,0,9101400,31608,DATABASE,17.998,0.3864,53.106,9.018,0.6752,low,"[""pe-hub2""]","[""hub2""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,02:03:00,ce-br1,CE,branch1,16.05,2.49,1.873,0.0715,0,0,1,0,1,0.1518,8.986,0,30606382,2951,VOICE,28.101,0.2004,187.226,6.498,0.6019,low,"[""ce-br1""]","[""branch1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,02:03:00,ce-br2,CE,branch2,21.56,8.151,2.955,0.2713,0,0,0,0,1,0.0183,6.007,0,14214375,2570,VOICE,20.731,0.4977,142.037,8.134,0.296,low,"[""ce-br2""]","[""branch2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,02:03:00,ce-hub1,CE,hub1,32.28,4.071,2.977,0.0057,0,0,0,0,1,0.1786,2.885,0,43309731,6155,VIDEO,28.737,0.007,129.212,2.958,0.5728,low,"[""ce-hub1""]","[""hub1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,02:03:00,p-core2,P,dc1,21.77,4.101,1.243,0.1371,0,0,0,0,1,0.1687,6.351,0,38023338,40985,ERP,19.995,0.3393,134.404,9.114,0.0016,low,"[""p-core2""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:03:00,pe-hub2,PE,hub2,28.38,3.317,0.975,0.2789,0,0,0,0,1,0.1399,3.539,0,41343619,37066,WEB,28.07,0.1903,59.999,1.623,0.8382,medium,"[""pe-hub2""]","[""hub2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,02:04:00,ce-br3,CE,branch3,33.05,6.538,0.686,0.2348,0,0,0,0,1,0.1091,8.712,0,29272130,18055,ERP,22.014,0.2344,134.834,2.228,0.7929,low,"[""ce-br3""]","[""branch3""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:04:00,ce-br4,CE,branch4,25.3,5.11,0.627,0.1112,0,0,0,0,1,0.0667,9.745,0,1033924,11344,VOICE,18.644,0.1787,51.125,6.02,0.3817,low,"[""ce-br4""]","[""branch4""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,02:04:00,ce-dc1,CE,dc1,23.54,2.05,2.819,0.1659,0,0,0,0,1,0.0334,9.621,0,42781360,36601,ERP,16.275,0.0256,139.081,3.354,0.67,low,"[""ce-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:04:00,pe-hub1,PE,hub1,44.35,2.163,1.629,0.0902,0,0,0,0,1,0.1755,4.564,0,25916972,9141,WEB,25.569,0.4386,68.329,4.805,0.5134,low,"[""pe-hub1""]","[""hub1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,02:04:00,pe-hub2,PE,hub2,39.91,8.145,0.639,0.1625,0,0,1,0,1,0.137,3.034,0,11512628,7556,ERP,20.769,0.2734,155.566,4.85,0.454,low,"[""pe-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:05:00,ce-br1,CE,branch1,34.77,7.703,1.794,0.252,0,0,0,0,1,0.1717,4.225,0,18148988,41304,VOICE,18.069,0.234,90.087,1.002,0.2534,medium,"[""ce-br1""]","[""branch1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-03,02:05:00,ce-br2,CE,branch2,15.61,5.759,1.847,0.1915,2,0,0,0,1,0.0025,9.991,0,7522334,2555,WEB,20.398,0.1005,124.699,6.449,0.1472,low,"[""ce-br2""]","[""branch2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-03,02:05:00,ce-br3,CE,branch3,22.66,7.154,2.113,0.2511,1,0,0,0,1,0.0227,4.545,0,26351351,29003,VIDEO,25.069,0.4173,89.716,8.014,0.7303,low,"[""ce-br3""]","[""branch3""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-03,02:05:00,ce-br5,CE,branch5,43.96,2.25,2.143,0.2008,0,0,0,0,1,0.0939,9.161,0,13504652,8556,DATABASE,24.007,0.0175,68.543,6.218,0.8787,medium,"[""ce-br5""]","[""branch5""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-03,02:05:00,ce-hub2,CE,hub2,31.67,6.093,1.326,0.0329,0,0,0,0,1,0.154,3.494,0,19190265,35109,ERP,11.766,0.1828,134.694,3.133,0.5508,low,"[""ce-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-03,02:06:00,ce-br2,CE,branch2,41.8,9.993,2.117,0.1455,0,0,0,0,1,0.1649,6.634,0,46878021,40852,VIDEO,10.1,0.0136,144.903,7.267,0.6795,low,"[""ce-br2""]","[""branch2""]","[""VIDEO""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:06:00,ce-br3,CE,branch3,43.41,5.266,2.587,0.228,1,0,1,0,1,0.0669,7.611,0,30998475,6289,DATABASE,25.488,0.3807,77.006,1.076,0.4939,medium,"[""ce-br3""]","[""branch3""]","[""DATABASE""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:06:00,ce-br4,CE,branch4,25.12,7.608,2.994,0.0246,3,0,0,0,1,0.0173,3.548,0,35154200,34102,VIDEO,11.095,0.2862,153.011,8.742,0.5102,low,"[""ce-br4""]","[""branch4""]","[""VIDEO""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:06:00,ce-br5,CE,branch5,23.5,11.918,2.638,0.1345,1,0,0,0,1,0.1501,5.458,0,16882785,23127,ERP,12.865,0.283,55.256,5.532,0.9801,medium,"[""ce-br5""]","[""branch5""]","[""ERP""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:06:00,ce-hub1,CE,hub1,24.83,6.31,1.691,0.2268,0,0,0,0,1,0.1249,8.78,0,45864864,22798,VIDEO,10.878,0.0969,163.566,7.27,0.0538,medium,"[""ce-hub1""]","[""hub1""]","[""VIDEO""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:07:00,ce-hub2,CE,hub2,18.51,2.829,2.021,0.2342,1,1,0,0,1,0.1723,6.927,0,31187091,5531,VIDEO,20.768,0.283,63.091,3.255,0.2758,low,"[""ce-hub2""]","[""hub2""]","[""VIDEO""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:07:00,p-core2,P,dc1,48.15,3.725,0.719,0.2381,1,0,0,0,1,0.1676,8.897,0,37529628,15731,VOICE,17.394,0.053,129.854,9.647,0.915,medium,"[""p-core2""]","[""dc1""]","[""VOICE""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:07:00,pe-dc2,PE,dc1,25.78,11.925,2.727,0.2017,0,0,0,0,1,0.1956,9.225,0,24053838,44701,VOICE,22.852,0.4411,163.697,5.534,0.3586,low,"[""pe-dc2""]","[""dc1""]","[""VOICE""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:07:00,pe-hub1,PE,hub1,37.11,6.543,0.557,0.2982,0,0,0,2,1,0.1826,8.217,0,12294315,31929,WEB,20.396,0.0338,74.068,6.895,0.426,low,"[""pe-hub1""]","[""hub1""]","[""WEB""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:07:00,pe-hub2,PE,hub2,32.84,11.213,2.434,0.1968,0,0,1,0,1,0.0292,5.095,0,33025930,43801,VIDEO,29.623,0.2363,170.982,4.463,0.4835,medium,"[""pe-hub2""]","[""hub2""]","[""VIDEO""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:08:00,ce-br4,CE,branch4,21.55,4.545,1.588,0.1616,1,0,0,0,1,0.1053,4.901,0,11428285,46300,VOICE,22.664,0.3582,141.588,1.762,0.8567,low,"[""ce-br4""]","[""branch4""]","[""VOICE""]",F000,degrading,tunnel_failure,70,0
2024-01-03,02:08:00,ce-dc1,CE,dc1,39.96,7.531,2.983,0.2371,1,1,0,0,1,0.0856,9.987,0,11235867,15414,VIDEO,10.095,0.3975,158.11,8.875,0.8246,low,"[""ce-dc1""]","[""dc1""]","[""VIDEO""]",F000,degrading,tunnel_failure,70,0
